Fecha de venta,Ciudad,Producto,Precio unitario,Cantidad,Monto total,Cliente,Email,ID de orden
01/11/2024,Ciudad de M√©xico,Laptop-Oficina-8GB,2378.7,1,2378.7,Jos Vega,garicaalvaro@hotmail.com,6c8cd43e-c6ec-498f-b791-a986f872af1d
"Dec 22, 2024",Cali,Tablet-Estándar-16GB,2186.25,5,10931.25,Cristina Barbara de la Rosa,jaramilloanabel@gmail.com,5407753d-0304-48ca-9ea9-d8bbfb643e29
06/10/2024,Ciudad de M√©xico,Tablet-Estándar-16GB,156.04,3,468.12,Ariadna Rosas Altamirano,avilajosefina@grupo.com,0b19abc7-fda3-4d4c-944d-c789af3a12ee
"Nov 25, 2024",Bogotá,Tel√©fono-Gama media-8GB,1847.8,3,5543.4,Andrea Almaraz Barajas,feliperolon@hotmail.com,2f83c135-17e5-4888-8b31-f505c0170e5e
"Nov 01, 2024",Guadalajara,Teléfono-Gama alta-8GB,1912.53,1,1912.53,Arcelia Nieves,xalva@cazares-santillan.biz,d5751f29-c753-47da-9e7a-d5ed1090b0ad
"Oct 26, 2024",Bogotá,Teléfono-Gama baja-32GB ,919,5,4595,Ver√≥nica de Le√≥n Covarrubias,gzelaya@gmail.com,0461093f-4c28-41d9-b8c1-8f858b8a8164
"Oct 11, 2024",Medellín,Auriculares-Bluetooth-16GB,2208.12,2,4416.24,Benjam√≠n Marcela Lucero,cresporaquel@yahoo.com,cc9f2851-c332-405f-a3fb-1abae821a706
"Oct 19, 2024",Cali,Tablet-Estándar-32GB,902.5,3,2707.5,Dr. Estefan√≠a Pi√±a,colladomercedes@yahoo.com,a735a980-0215-4741-924f-a6525c85f916
23/11/2024,Cali,Auriculares-Cancelación de ruido-32GB,1585.53,3,4756.59,Teodoro Nieves Burgos,carmenamador@yahoo.com,20cb126e-53ab-49aa-9f94-792732fd304c
"Dec 03, 2024",GUADALAJARA,Teléfono-Gama media-4GB,90.89,1,90.89,Jos√© Emilio Herrera Sanabria,silviafrias@hotmail.com,43bdd060-f236-479e-81bb-97be1c5dc7be
22/11/2024,Cali,Tablet-Mini-32GB ,88.54,5,442.7,Aldonza Morales Pi√±a,ocruz@gmail.com,135a4c21-3cb1-4e50-ba78-3db911948053
27/10/2024,Cali,Teléfono-Gama alta-32GB,230.59,1,230.59,Nancy Mauro Ibarra Lucio,olivareshoracio@sarabia.net,749cbc33-d403-4c84-a42b-66866a2e6f47
"Nov 10, 2024",Guadalajara,Teléfono-Gama media-16GB,2356.5,5,11782.5,Abel V√©liz,eduardo20@club.org,499ebdfa-358c-41aa-8d92-cc8b5259dfd0
"Dec 18, 2024",Monterrey,Laptop-Ultraliviana-16GB,2030.62,2,4061.24,Paola Zarate,marisolamador@gmail.com,22971ca8-f21c-436b-84f8-11a2a2c20ff6
04/10/2024,Bogotá,Laptop-Gaming-32GB,539.2,1,539.2,Socorro Aida Moya Amaya,roldanclaudia@yahoo.com,c7c879c2-7a83-4527-a295-5f822ea9b655
"Nov 06, 2024",Bogotá,Laptop-Oficina-4GB,1945.67,4,7782.68,Gerardo M√≥nica Cornejo Collado,verduzcohilda@merino.biz,f4841777-97d3-4cce-bc0f-17c21f34e253
11/08/2024,Medellín,Laptop-Oficina-8GB,1656.59,1,1656.59,Ing. Liliana Puente,rebeca22@yahoo.com,49d7397b-eb15-4d2d-b30b-8f6ca86b2125
"Nov 10, 2024",Monterrey,Tablet-Pro-8GB,56.71,1,56.71,Gilberto Arellano Lozano,de-la-fuentemanuel@yahoo.com,5659c3e8-e722-4ce4-a66f-283a33db3b2a
"Dec 20, 2024",Monterrey,Laptop-Ultraliviana-16GB,841.77,1,841.77,Cristina Valent√≠n Castillo,npedraza@hotmail.com,784aa491-3eb3-4b5e-858a-3b24918b10a1
11/10/2024,Bogotá,Tablet-Estándar-8GB,853.52,5,4267.6,Cristina Miguel Madrid,wnevarez@perea.com,d710fc03-2b70-47e7-9fe6-590b75fdde09
27/12/2024,Guadalajara,Auriculares-Con cable-32GB,851.86,1,851.86,Lic. Alfredo Ozuna,maria-eugenia57@yahoo.com,95af7f10-1768-4963-ab62-677ee934c6c0
"Dec 25, 2024",Monterrey,Laptop-Oficina-32GB,1047.88,3,3143.64,H√©ctor Luevano,sergio69@laboratorios.com,517b090a-2e73-4c68-aad4-180d1350b369
"Nov 07, 2024",Medellín,Tablet-Mini-8GB,700.01,3,2100.03,Jaime G√≥mez,cabreraleonel@yahoo.com,8204039a-5541-4976-bc5b-19da90d1ecf0
10/15/2024,Ciudad de M√©xico,Tablet-Pro-4GB,1909.2,3,5727.6,Sandra Marisol Vergara,casarezminerva@yahoo.com,03d8d67d-53e4-43e8-bd00-72801ff4e987
"Oct 10, 2024",Tulum,Laptop-Gaming-32GB,981.62,5,4908.1,Julio C√©sar Fernando Cordero,fmontalvo@gmail.com,fd56654c-43c9-4016-8183-cbdf6b382ba6
11/20/2024,Guadalajara,Laptop-Ultraliviana-8GB,210.76,5,1053.8,Abril R√≠os,acevedobruno@gmail.com,8429854b-a406-4cf2-9cdd-ed466b843f6e
10/19/2024,Cali,Auriculares-Con cable-32GB,713.75,3,2141.25,Alfredo Cintr√≥n,felicianoirene@gmail.com,298b36d0-dae0-4465-94e0-f5a242f44bd5
12/05/2024,Monterrey,Tablet-Mini-16GB,1005.46,5,5027.3,Hern√°n Rael,omarin@grupo.info,ce0567fa-7e48-43a0-a5b7-07aa5cc439d0
26/12/2024,Medellín,Laptop-Ultraliviana-8GB,208.54,2,417.08,Cristobal Germ√°n Razo Montenegro,isaac14@yahoo.com,6152d019-c240-4dd1-adb5-1811f3729839
12/04/2024,Cali,Tablet-Pro-16GB,1902.94,4,7611.76,Laura B√°ez,ivonnearmendariz@club.com,7a27100e-236d-45f0-952e-b7c838d737a2
"Oct 30, 2024",Cali,Teléfono-Gama alta-32GB,2317.48,1,2317.48,Elsa Alonso Rivera,ulucero@gmail.com,656f3966-abb8-497a-981c-4e2bec529c24
11/02/2024,Bogotá,Tablet-Pro-4GB,1522.98,1,1522.98,Jer√≥nimo Julia Peralta,mireleshector@vigil.com,c499769d-908e-43f6-bd30-c1817bd0deff
"Dec 31, 2024",Guadalajara,Teléfono-Gama alta-32GB,807.96,2,1615.92,Olivia Cristobal Oquendo Nieves,vquesada@grupo.com,99a8722a-ede3-4080-9d85-450687f17be6
24/11/2024,Cali,Tablet-Estándar-32GB,761.94,4,3047.76,Wilfrido Evelio Marrero Sotelo,polancoalejandro@centeno-mata.info,8c7eb2e6-d1ab-4158-93c5-a214d07681c6
"Oct 05, 2024",Monterrey,Auriculares-Con cable-8GB,1898.32,4,7593.28,Daniela Padr√≥n,dromero@industrias.info,14722e2a-7971-43ee-ac45-587157e6f198
11/20/2024,Medellín,Tablet-Estándar-32GB,1145.32,1,1145.32,Lic. Andrea Altamirano,bustossandra@gmail.com,df7faa34-7de9-48f0-8ba1-2897a5b1e8fd
12/09/2024,Guadalajara,Laptop-Ultraliviana-4GB,1865.55,2,3731.1,Norma Celia Leiva Ba√±uelos,fridalopez@mena.com,a487c1e9-95f4-4b1d-b9e1-8ce364aaa62c
11/06/2024,Medellín,Teléfono-Gama alta-4GB,949.27,2,1898.54,Esparta Gracia,leonorbermudez@nieves.info,7d131cdc-d20b-4dba-ba8c-67f9adbbcf3b
"Dec 21, 2024",Monterrey,Laptop-Oficina-32GB,1944.73,4,7778.92,Jos Mariana Cano,oraya@laboratorios.com,f2788526-390a-447d-aadf-5ad11ba53e76
10/20/2024,Ciudad de M√©xico,Tablet-Estándar-8GB,1956,5,9780,Nadia Fernando Guerra Arroyo,zedilloamador@yahoo.com,78bdd5ec-2c8a-49c9-918e-bfe3147b65c3
11/23/2024,Ciudad de M√©xico,Tablet-Mini-8GB,1848.95,3,5546.85,Berta Tania M√©ndez Lebr√≥n,clozada@vela.biz,569d9a75-753b-41b8-9540-1368ec0acbe5
12/16/2024,Cali,Teléfono-Gama alta-16GB,814.63,1,814.63,Germ√°n Crespo Leyva,pamela15@yahoo.com,0514f6bb-c61e-409d-8985-bc35bb86f4af
"Oct 14, 2024",Bogotá,Laptop-Ultraliviana-16GB,120.94,3,,Esmeralda Ba√±uelos,gdel-rio@proyectos.biz,4a70ae74-59ef-4f8f-98ee-d8fff858e22d
10/30/2024,Guadalajara,Tablet-Mini-8GB,797.71,1,797.71,Concepci√≥n Isabel Becerra del Valle,rubencanales@hotmail.com,a98bfa4e-dd81-401d-b806-a98b5c514056
11/08/2024,Cali,Teléfono-Gama media-4GB,762.46,1,762.46,Miguel Luis Gir√≥n Monta√±ez,saucedaconcepcion@hotmail.com,d59afe7f-49e3-483a-97f5-ce81f54d250f
"Dec 26, 2024",Cali,Auriculares-Cancelaci√≥n de ruido-16GB,1794.09,5,8970.45,David Prado,fgamboa@yahoo.com,86dddca7-94b8-407d-9b43-bb0906ba81e6
12/01/2024,Ciudad de M√©xico,Laptop-Oficina-4GB,157.89,1,157.89,Sr(a). Jos Venegas,qguajardo@gmail.com,f6a5ccaa-f8db-4293-9b11-932f3470afdf
"Nov 03, 2024",Guadalajara,Teléfono-Gama baja-32GB,642.49,4,2569.96,Antonio Juana Soria,israel13@aviles.biz,8dbce9a8-4e8c-41c7-a836-12fe71b7ad0a
10/17/2024,Ciudad de M√©xico,Auriculares-Bluetooth-8GB,798.65,1,798.65,Rufino Lucero Urrutia,ncastaneda@rico.com,f34bc8a2-d539-45c5-a4cb-e23ab3ad1bf9
11/18/2024,Guadalajara,Auriculares-Cancelaci√≥n de ruido-16GB,1533.19,4,6132.76,Jaqueline Vel√°squez Hidalgo,oquendoyeni@gmail.com,0bbe7dc7-b837-4dff-83eb-a691bf3d9337
12/12/2024,Ciudad de M√©xico,Laptop-Oficina-32GB,1247.13,5,6235.65,Abigail Mayorga,elviraalva@sandoval.net,48f1f9b2-e5c3-45db-9c35-dba3af2b3e37
"Oct 22, 2024",CIUDAD DE M√âXICO,Teléfono-Gama baja-32GB,1988,2,3976,Indira Eric Renter√≠a Vel√°zquez,fduran@arredondo.com,56137b69-5c0a-49a2-bc0e-cd99b52af4b9
12/27/2024,Cali,Teléfono-Gama alta-4GB,1923.56,4,7694.24,Leonor Cristina Concepci√≥n,murocynthia@club.info,c6ebe95f-880f-4175-b857-173d436e2753
11/09/2024,MEDELL√çN,Auriculares-Cancelación de ruido-4GB,1112.81,1,1112.81,Sr(a). √Ångela Navarro,olivertejada@hotmail.com,bfb5f658-102d-4d01-bec2-1f4cced1bbef
"Dec 04, 2024",Guadalajara,Auriculares-Con cable-4GB,2281.58,1,2281.58,Mateo Ra√∫l Sosa Arreola,asuncionquintero@hotmail.com,25b223d6-04b8-478f-9246-79edbe8738eb
10/12/2024,Ciudad de M√©xico,Laptop-Gaming-8GB,2095.66,5,10478.3,Irene Dom√≠nguez,estherpedroza@rojas-moya.info,2ad918fa-d68e-42ea-926c-414454fd8220
"Nov 14, 2024",Guadalajara,Tablet-Pro-32GB,2064.2,1,2064.2,Jes√∫s Jim√≠nez,wadame@yahoo.com,437715f5-b663-4ceb-8e4d-01760b5c39e8
12/06/2024,Medellín,Teléfono-Gama baja-8GB,1143.24,2,2286.48,Elias Dulce Figueroa,ycabrera@yahoo.com,261f24e0-0c30-40fa-92d3-3c013d335e1f
"Nov 12, 2024",Bogotá. ,Laptop-Oficina-32GB,2333.72,2,4667.44,Ad√°n Perla Orosco,estebanespinal@hotmail.com,61cc0a01-493f-48a6-8973-8cc3bf69bd4b
10/28/2024,Guadalajara,Teléfono-Gama alta-4GB,1537.12,2,3074.24,Eric Lorenzo Raya,francisco-javier56@gmail.com,699048e6-5415-4dd4-ada9-8e6e4a549eb2
"Oct 20, 2024",Cali,Tablet-Pro-8GB,2224.57,5,11122.85,Abraham Loera Mondrag√≥n,rosaliapizarro@narvaez.com,05462222-2134-4569-8058-16e2b626c19b
11/02/2024,Guadalajara,Auriculares-Bluetooth-4GB,1688.92,5,8444.6,Sr(a). Vicente Ure√±a,lsalas@grupo.org,1c44a1fd-cb0c-401e-8e21-c1a8d9242148
12/19/2024,Bogotá,Laptop-Ultraliviana-16GB,1575.85,2,3151.7,Caridad Ojeda,xlozano@godoy.com,636e2a36-d8c0-4ac8-b15e-52b5f9b2507b
"Oct 30, 2024",Medellín,Auriculares-Bluetooth-8GB,1861,5,9305,Zo√© Claudia Barraza Cornejo,elvirasepulveda@corporacin.com,3341556d-8dc1-42f2-b455-3a339ff909cd
10/07/2024,Guadalajara,Auriculares-Bluetooth-4GB,62.73,3,188.19,Elisa Soria,guillerminacorral@yahoo.com,eb72415a-2fdb-436d-a740-aa38fe92dba8
"Dec 11, 2024",Medellín,Tablet-Mini-32GB,1332.48,5,6662.4,Margarita Olivas,trujillosantiago@club.com,82c801f7-86fa-465e-b47e-1a2faca2409f
12/17/2024,Cali,Auriculares-Cancelación de ruido-32GB,1771.25,4,7085,Paulina Peres Carmona,granadobernabe@yahoo.com,df271a81-4486-42c3-b66a-88accdba843d
"Nov 27, 2024",Monterrey,Laptop-Gaming-4GB,788.6,4,3154.4,Blanca Galarza,del-vallenatividad@zuniga-carrasco.com,67b79c05-b522-4593-8812-0d7f9fe8aead
10/11/2024,Medellín,Tablet-Estándar-16GB,591.94,2,1183.88,Eloy Godoy del R√≠o,kveliz@gmail.com,7ac1b8fd-c88f-4033-9061-4a7613449273
"Dec 01, 2024",Bogotá,Auriculares-Cancelaci√≥n de ruido-16GB,2060.35,3,6181.05,Ana Mar√≠a Verdugo Pichardo,epaez@yahoo.com,1cc3a12d-c04b-4839-a053-31d0fce65570
11/26/2024,Medellín,Tablet-Mini-4GB,324.09,2,648.18,Diana Garza Alfaro,igalvez@teran-pizarro.net,fd7d838f-61fb-4072-8a90-c3d1b393f61b
"Oct 09, 2024",Cali,Tablet-Mini-32GB,525.13,2,1050.26,Ing. Mar√≠a Jos√© Noriega,victor38@industrias.com,55a4140a-ad3c-4b67-9d33-7eb275fe9440
"Dec 09, 2024",Guadalajara,Tablet-Estándar-16GB,787.78,3,2363.34,Timoteo Cynthia Cordero,hugocedillo@gmail.com,b5d4423c-9255-4859-8feb-44a8655b46a4
10/23/2024,Monterrey,Tablet-Pro-8GB,1242.34,5,6211.7,C√©sar Barrera Orta,floresleonor@salcido-barrientos.info,16c09f74-0932-405b-8587-0165634b10b3
10/23/2024,Guadalajara,Laptop-Gaming-4GB,1657.62,4,6630.48,Jacobo Ad√°n Aparicio Tejada,indira44@maya.biz,6bbde35c-e30d-4e24-884b-5b00ccf47e4b
5/12/2024,Medellín,Auriculares-Cancelación de ruido-8GB ,780.24,3,2340.72,Clemente Irene Carrera,trejoeugenia@yahoo.com,544cee72-594a-4c94-8dc6-243ba049fe28
10/28/2024,Ciudad de M√©xico,Tablet-Estándar-16GB,1832.39,4,7329.56,Jos√© Carlos Soledad Osorio Rodr√≠gez,daliavillagomez@gmail.com,ff0b4f20-17ed-4610-9fc5-30d4da7e79e4
12/16/2024,Medellín,Teléfono-Gama alta-16GB,205.57,5,1027.85,Salma Andr√©s Monta√±ez,anel13@yahoo.com,3b41356a-51cc-450b-9098-9b6959c32336
11/27/2024,Medellín,Teléfono-Gama media-32GB,1219.75,2,2439.5,Dr. Isabela Amador,maria-teresa56@valle.com,2a1cc810-f23f-44be-ad5d-2c2061de3b67
8/10/2024,Bogotá,Laptop-Oficina-16GB,1126.91,3,3380.73,Cristal de la O Tovar,de-la-cruzarturo@yahoo.com,9d884542-5d01-4a57-bd22-ce173740036f
10/14/2024,Medellín,Tablet-Mini-8GB,1950.45,4,7801.8,Ang√©lica Bueno Olvera,bernabe37@despacho.com,9ffc235a-1e2b-44c3-80ec-61b7a7d4cbc5
7/12/2024,Ciudad de M√©xico,Auriculares-Bluetooth-4GB,1940.18,3,5820.54,Salvador Berr√≠os Preciado,elviragodoy@yahoo.com,e387b8f5-c2cb-4dfe-a9c5-5747a0bf2ba4
11/29/2024,Guadalajara,Tablet-Pro-32GB,251.95,5,1259.75,Blanca Gabriela Arenas,ltapia@hotmail.com,53cd2e8b-92e5-4411-a0ca-9f936ff0be49
4/12/2024,Monterrey,Laptop-Oficina-4GB,1378.81,3,4136.43,Arcelia Victoria Ferrer,wcastillo@gmail.com,5a679e4d-2017-44f1-8c69-308bd963826c
10/12/2024,Guadalajara,Tablet-Estándar-16GB,2215.63,3,6646.89,Mar√≠a Cristina Valdivia Mondrag√≥n,porfirio68@corporacin.biz,9fc06fba-9376-4e96-97f1-0aeca2f00a87
7/10/2024,Bogotá,Auriculares-Bluetooth-16GB,1967.19,2,3934.38,Lic. Luis Miguel Lerma,aldo50@hotmail.com,19e94e09-d952-49ce-b5b6-95c649d995d4
10/12/2024,Bogotá,Tablet-Estándar-4GB,2395.85,4,9583.4,Diego Fern√°ndez,sessa76@casarez.com,d1068262-a372-42f4-b5e9-48fa9a84b933
"Aug 5, 2024",Monterrey,Auriculares-Con cable-4GB,809.92,4,3239.68,Luisa Dom√≠nguez Ocampo,calderonblanca@candelaria-figueroa.biz,7c0a6b67-d03e-4b5f-95bc-b0d715cb90f0
10/29/2024,Medellín,Laptop-Ultraliviana-4GB,1156.44,1,1156.44,Victoria Cabrera Armenta,blancaromero@armenta-murillo.com,bfe71cbd-5340-41ca-b9f4-c5301c10428f
10/25/2024,Cali,Tablet-Mini-16GB,1062.11,2,2124.22,Germ√°n Corral,eloy50@despacho.com,87c5ffd3-6c28-4101-af3b-154ff4ae6392
12/23/2024,Monterrey,Tablet-Pro-32GB,784.39,1,784.39,Liliana Altamirano Solano,caraballosocorro@grupo.com,20d27746-91f7-427d-9e21-02ca06d5e5c3
12/21/2024,Cali,Teléfono-Gama alta-8GB,1459.53,1,1459.53,Ana Luisa Araceli de la Cr√∫z,jimenezirma@vega-mena.com,720e7c71-4c87-47e1-b24a-7f8c021bc9a3
11/10/2024,Monterrey,Laptop-Ultraliviana-32GB,1668.3,2,3336.6,Ing. Blanca Alfaro,jaime62@industrias.com,850ed2df-b6ba-4845-90f3-4d82ffd954aa
2/12/2024,Guadalajara,Tablet-Estándar-16GB,563.73,1,563.73,Cornelio Jos√© Manu√©l Ure√±a Cazares,oquintero@yahoo.com,08269db4-0566-4ede-ba0a-3261c90dd7cc
12/29/2024,Guadalajara,Laptop-Oficina-16GB,2209.08,2,4418.16,Dr. Ariadna de Jes√∫s,monica51@gmail.com,2394f979-8464-44ce-a630-ae28dbf2d042
11/29/2024,Ciudad de M√©xico,Auriculares-Con cable-16GB,568.57,3,1705.71,Natividad Fernando Gast√©lum,ibarraza@hotmail.com,30a44076-ebcc-4c8b-8064-9e1a18718512
11/28/2024,Bogotá,Tablet-Estándar-16GB,1795.59,5,8977.95,Sr(a). Armando Carre√≥n,del-vallejorge@paz.biz,018fc11e-35bf-41a6-9c2e-0fe1cb9dcb9b
10/12/2024,Guadalajara,Laptop-Oficina-32GB,883.61,2,1767.22,Dolores Jes√∫s Qui√±√≥nez Lebr√≥n,nicolas17@gmail.com,5c299656-4419-4c69-bdd2-2dc9b8af337b
12/13/2024,Monterrey.  ,Teléfono-Gama alta-4GB,1566.36,5,7831.8,Isabela Mario Vigil Colunga,wde-la-rosa@club.com,ddd463db-888b-4ab8-b2a7-396cacbc0f7c
11/18/2024,Monterrey,Auriculares-Con cable-32GB,1141.13,3,3423.39,Paulina Cornejo,mballesteros@escamilla-aguayo.info,c0e13eaa-0352-4ecd-87d9-f5acfcbb40df
8/12/2024,Ciudad de M√©xico,Teléfono-Gama baja-4GB,1614.05,5,8070.25,Wilfrido Jorge Portillo Roque,carlotaarevalo@hotmail.com,a2415cd2-e7d5-4a04-aa89-a0821ac995b6
12/17/2024,Cali,Tablet-Mini-8GB,1865.58,2,3731.16,Agust√≠n Montemayor Escobedo,mojicajudith@sauceda-mendez.com,d1dd5a1a-3f08-4909-b8b0-04384056d29b
"Nov 10, 2024",Monterrey,Auriculares-Con cable-32GB,1585.75,5,7928.75,Roc√≠o Jos√© Luis Villareal Vargas,ramon28@gmail.com,5c84518e-8046-4ee0-802c-5c7e6eafa4c6
11/29/2024,Monterrey,Laptop-Gaming-4GB ,1491.36,2,2982.72,V√≠ctor Anguiano,felipede-la-rosa@arredondo-hinojosa.net,74e91e22-a440-4514-996c-da314a1c94c0
12/14/2024,Medellín,Laptop-Gaming-8GB,516.02,4,2064.08,Ernesto Quezada,qcastellanos@partida-valles.com,89cde298-9d2d-459e-ac2a-33f1db2b8db1
12/12/2024,Monterrey,Tablet-Pro-32GB,153.47,3,460.41,Gilberto Hern√°n Murillo,lgracia@corporacin.com,39f5457f-dcd1-4ade-baf5-0b5ac2798271
9/11/2024,Guadalajara,Auriculares-Bluetooth-8GB,107.98,2,215.96,Perla Villase√±or Holgu√≠n,jaquelineguerrero@hotmail.com,cc9e3eb1-75ac-43c1-9836-fb3698df70e0
12/24/2024,Cali,Teléfono-Gama alta-8GB,2441.7,2,4883.4,Carolina Clara Cotto,tamezjacinto@bravo.info,9d189c13-ff1e-411f-93d3-ee251f727785
10/24/2024,Cali,Tablet-Pro-4GB,785.65,1,785.65,Tania Jos√© Salcedo,german49@yahoo.com,7c83c051-cdef-4ee9-99b8-ab628e7e0137
11/10/2024,Monterrey,Laptop-Gaming-4GB,229.33,4,917.32,Ing. Cristina Gamez,jose-luis02@hotmail.com,4bf38add-780a-44cc-839a-27eadcf0009e
4/11/2024,Guadalajara,Laptop-Oficina-32GB,1345.66,2,2691.32,Ernesto de la Fuente Lozano,zcarrasco@ornelas.net,b286124b-1bcf-484f-92a1-6fc89c6f74ee
10/16/2024,Monterrey,Tablet-Pro-32GB,1805.81,3,5417.43,Lic. Abraham Guillen,delgadogabino@hotmail.com,0a037e7f-e874-4665-a3e4-734c560a30f9
9/11/2024,Guadalajara,Auriculares-Bluetooth-32GB,1363.76,4,5455.04,Dr. Eloisa Ballesteros,concepcionnicolas@laboratorios.net,8a9c117c-0931-4ed8-9d8f-3a5c2d9c904f
12/18/2024,Monterrey,Teléfono-Gama alta-16GB,1405.61,5,7028.05,Hugo Orellana Aguilera,luztejeda@carrion.biz,e2689eed-d7a5-4b39-a1e0-7b6894376ce5
11/12/2024,Medellín,Auriculares-Con cable-32GB,100.98,3,302.94,Ing. Fernando Calder√≥n,cristinaarguello@del.info,0877fac4-86db-45ad-94c8-6b0e1624953f
12/29/2024,Bogotá,Teléfono-Gama baja-4GB,401.92,3,1205.76,Jorge Luis Blanca Regalado Mora,horaciourrutia@saucedo.com,cce81a35-f0aa-40e7-a33d-43e447f74b34
11/18/2024,Bogotá,Laptop-Ultraliviana-8GB,890.76,2,1781.52,Gerardo Elisa Franco,nzapata@yahoo.com,50041cfa-9dbe-4a33-855e-dfc293e0392e
12/29/2024,Bogotá,Tel√©fono-Gama media-8GB,989.79,5,4948.95,Beatriz Virginia Duarte Flores,lmaldonado@yahoo.com,d2226fcc-944b-4300-a358-816d2b168c5f
11/16/2024,Ciudad de M√©xico,Tablet-Estándar-4GB,1137.01,3,3411.03,Lic. Arturo Barraza,nbarraza@yahoo.com,0a5787f4-b611-4db3-9a36-d6bd45f0ce8e
12/11/2024,Bogotá,Tablet-Pro-16GB,273.29,5,1366.45,Nicol√°s Mart√≠n B√°ez,alfredosamaniego@grupo.info,3be08974-31f2-40c3-afb9-3a240fd500b5
5/12/2024,Ciudad de M√©xico,Tel√©fono-Gama media-8GB,233.33,3,699.99,Yuridia Nayeli Armas Arag√≥n,amadorana-maria@yahoo.com,9b9cbe9b-905b-4b17-a60a-f42b5800d911
12/25/2024,Cali,Auriculares-Con cable-16GB,228.56,3,685.68,Esteban Jos√© Emilio Polanco Valent√≠n,ariastrinidad@despacho.com,7c10c6c6-9acd-42a2-b74c-041e173a74ff
10/12/2024,Cali,Auriculares-Bluetooth-32GB,1277.75,1,1277.75,Karina Jer√≥nimo P√©rez Mojica,mauro20@urrutia.net,581770ae-84a5-4fc3-ba77-826c11cb3e70
11/28/2024,Ciudad de M√©xico,Auriculares-Cancelación de ruido-8GB,2087.73,1,,In√©s Griego Lemus,de-andavicente@robles.com,14ad0f9b-ea8e-437c-b3d9-d3b4ddd90518
10/17/2024,Monterrey,Teléfono-Gama media-32GB,1937.4,2,3874.8,Fabiola Ang√©lica Bravo,correaestefania@yahoo.com,76fde716-641c-4ff4-848c-ade7a38970de
11/24/2024,Monterrey,Laptop-Oficina-4GB,1628.77,4,6515.08,Nadia P√©rez Medina,eduardo52@grupo.info,a5740e45-38d1-421a-8d38-8a6d427463c6
10/24/2024,Medellín,Teléfono-Gama media-16GB,747.11,5,3735.55,Ignacio Leonor Guajardo,florenciaescamilla@industrias.com,2ecd07a3-c49e-486f-a9f0-9a7b1dc20737
11/10/2024,Bogotá,Auriculares-Bluetooth-16GB,596.93,5,2984.65,Mtro. Zeferino Oquendo,lbarajas@alva-montalvo.com,8a06b4fc-26f2-4b8b-827b-2c6a1f537edf
3/11/2024,Monterrey,Auriculares-Con cable-8GB,1691.93,1,1691.93,Hern√°n Samuel Col√≥n,xapodaca@proyectos.com,ca1cb20b-c27e-4a80-abe5-5c61f19ada3a
7/12/2024,Bogotá,Laptop-Gaming-32GB,2043.06,2,4086.12,Evelio Luz Herrera Melgar,parchuleta@corporacin.com,2198c786-f1c8-4272-9619-35fe62fbf3c5
"Nov 5, 2024",Tulum,Laptop-Gaming-16GB,808.32,4,3233.28,Eloisa Octavio Quintero,griegomonica@yahoo.com,80c340bc-bd50-477d-a7dc-27237bf10b22
10/14/2024,Bogotá,Teléfono-Gama media-4GB,2092.55,5,10462.75,Roberto Cas√°rez Lozada,granadosaraceli@proyectos.net,890c4fe3-a2aa-473b-a2ff-9c2704d3ac14
12/16/2024,Medellín,Teléfono-Gama media-4GB,785.82,2,1571.64,Cynthia Oswaldo Olvera,carbajaldulce-maria@club.info,496f9895-2148-475d-9da8-8846db1a0d2e
11/27/2024,Monterrey,Tablet-Estándar-8GB,2014.33,4,8057.32,Iv√°n Fuentes Fierro,indiraarroyo@gmail.com,94019fc0-5f8a-4f46-b07d-b18f9ed2fb2d
10/24/2024,Ciudad de M√©xico,Tablet-Estándar-8GB,1030.99,1,1030.99,Ing. Vanesa Bustos,ccintron@gmail.com,7973d01c-f337-48a1-8f89-e3be9acd41ae
12/26/2024,Ciudad de M√©xico,Tablet-Estándar-16GB,658.24,3,1974.72,Patricia Candelaria Ram√≥n,maria-del-carmen56@alonzo.com,791a6835-1e53-4dab-9537-f28d07071087
12/21/2024,MONTERREY,Auriculares-Cancelación de ruido-4GB,1019.73,2,2039.46,Dr. Evelio Rosario,xreyna@yahoo.com,c6fe3646-36da-4379-b9d4-1237b3932c67
11/26/2024,Cali,Tablet-Pro-8GB,664.21,1,664.21,Silvano Alvaro Enr√≠quez Pineda,gonzalocarrero@proyectos.com,9643a7f2-7f1e-4f3a-b67a-e4db4ac513f7
11/18/2024,Monterrey,Auriculares-Cancelación de ruido-32GB,1307.54,1,1307.54,Uriel Jos√© Mar√≠a Mercado,sevillaemiliano@yahoo.com,7d923bc2-e260-42ce-af34-40f80a5bb97e
4/10/2024,Cali,Auriculares-Cancelación de ruido-8GB,1711.63,4,6846.52,Lic. Mar√≠a Jos√© Carrera,manuelhinojosa@yahoo.com,7fdbc1e6-947e-4174-a90b-3e6fa8d1770d
12/21/2024,Ciudad de M√©xico,Teléfono-Gama baja-32GB,1670.11,3,5010.33,Sr(a). Genaro Paz,esmeraldadavila@laureano.net,b8257a06-d0a6-4198-b8a6-7c4130b98420
11/11/2024,Bogotá,Laptop-Oficina-32GB,1492.73,5,7463.65,Eva Julio Corrales,ilebron@yahoo.com,d8feecfb-981d-4008-b113-8a7aba34e4b1
3/11/2024,Guadalajara,Laptop-Oficina-32GB,617.79,3,1853.37,Ana Mar√≠a Cruz Montero,ialvarado@yahoo.com,1bd0c57b-8184-4850-859c-b8ff7197c553
